date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:31	7366/7366	---M-Z	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202020%2009:38:28%20GMT	https://earneasylife.truequery.xyz/	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/index.html	(from )
15:38:32	24/24	---M--	200	added ('OK')	text/plain	date:Thu,%2002%20Jul%202020%2013:55:08%20GMT	https://earneasylife.truequery.xyz/robots.txt		(from )
15:38:32	3511/3511	---M--	200	added ('OK')	text/css	date:Sun,%2014%20Jun%202020%2001:25:36%20GMT	https://earneasylife.truequery.xyz/fornt/css/datepicker.min.css	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/css/datepicker.min.css	(from https://earneasylife.truequery.xyz/)
15:38:35	57850/57850	---M--	200	added ('OK')	text/css	date:Mon,%2023%20Sep%202019%2019:46:04%20GMT	https://earneasylife.truequery.xyz/fornt/css/font/all.min.css	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/css/font/all.min.css	(from https://earneasylife.truequery.xyz/)
15:38:35	9678/9678	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202020%2009:38:33%20GMT	https://earneasylife.truequery.xyz/login	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/login.html	(from https://earneasylife.truequery.xyz/)
15:38:36	163252/163252	---M--	200	added ('OK')	text/css	date:Sun,%2014%20Jun%202020%2001:25:56%20GMT	https://earneasylife.truequery.xyz/fornt/css/main.css	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/css/main.css	(from https://earneasylife.truequery.xyz/)
15:38:36	26740/26740	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202020%2009:38:34%20GMT	https://earneasylife.truequery.xyz/about	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/about.html	(from https://earneasylife.truequery.xyz/)
15:38:36	5912/5912	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jul%202020%2003:50:38%20GMT	https://earneasylife.truequery.xyz/fornt/js/jquery.marquee.min.js	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/js/jquery.marquee.min.js	(from https://earneasylife.truequery.xyz/)
15:38:36	12130/12130	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202020%2009:38:34%20GMT	https://earneasylife.truequery.xyz/register	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/register.html	(from https://earneasylife.truequery.xyz/)
15:38:38	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:38:35%20GMT	https://earneasylife.truequery.xyz/fornt/img/gbg.html	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/img/gbg.html	(from https://earneasylife.truequery.xyz/fornt/css/main.css)
15:38:38	17256/17256	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Jun%202020%2001:30:56%20GMT	https://earneasylife.truequery.xyz/fornt/js/datepicker.min.js	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/js/datepicker.min.js	(from https://earneasylife.truequery.xyz/)
15:38:38	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:38:36%20GMT	https://earneasylife.truequery.xyz/fornt/img/bg_pic.html	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/img/bg_pic.html	(from https://earneasylife.truequery.xyz/fornt/css/main.css)
15:38:39	1552/1552	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202020%2009:38:37%20GMT	https://earneasylife.truequery.xyz/fornt/img/about_bg.html	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/img/about_bg.html	(from https://earneasylife.truequery.xyz/fornt/css/main.css)
15:38:41	336336/336336	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Nov%202018%2022:04:34%20GMT	https://earneasylife.truequery.xyz/fornt/img/bg_pic.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/img/bg_pic.jpg	(from https://earneasylife.truequery.xyz/)
15:38:48	337106/337106	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Jun%202020%2001:30:46%20GMT	https://earneasylife.truequery.xyz/fornt/js/app.js	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/Web/Web/earneasylife.truequery.xyz/fornt/js/app.js	(from https://earneasylife.truequery.xyz/)
